removed_yr,BrandName,ProductName,chemical_count
2010,CLARINS PARIS,BLUSH PRODIGE FARD A JOUES POUDRE COULEUR ET LUMIERE/ILLUMINATING CHEEK COLOUR,1
2010,CLARINS PARIS,CREME DE SOINS TEINTEE Multi-Hydratante SPF 6 / HYDRAQUENCH TINTED MOISTURIZER,2
2010,CLARINS PARIS,SKIN ILLUSION SPF 10 Teint Lumi�re effet naturel Toutes Teintes/SKIN ILLUSION Natural Radiance Foundation All shades,2
2010,China Glaze,Secret Peri-Wink-Le,1
2010,Curve,Curve Chill For Men Cologne Spray,1
2010,Curve,Curve Cologne Spray For Men,1
2010,Curve,Curve Crush Cologne Spray For Men,1
2010,Curve,Curve Wave Parfum,1
2010,Curve,Curve Wave for Women Eau de Parfum,2
2010,DHC,Dual Defense SPF 25,1
2010,DHC,Suncut Q10 30+,1
2010,Dial,Country Peach Body and Hair Shampoo,1
2010,ESTEREL Beaute Avancee,ACTION BELECLAT BEAUTE ABSOLUE Shampoo,1
2010,ESTEREL Beaute Avancee,APRES SOLEIL ECLAT SOLAIRE Shampoo,1
2010,ESTEREL Beaute Avancee,COMPLEXE DETOXINANT PHYTO EQUILIBRANTE Skin Cream,1
2010,ESTEREL Beaute Avancee,CREME RASAGE pH POUR HOMME Skin Cream,2
2010,ESTEREL Beaute Avancee,ECLATduJOUR  BEAUTE ABSOLUE Shampoo,1
2010,ESTEREL Beaute Avancee,ENERGISANT PRO-CAPILLAIRE VIGUEUR PHYTO 5-ALFA,1
2010,ESTEREL Beaute Avancee,ENERGISANT VIGUEUR PHYTO 5-ALFA Shampoo,1
2010,ESTEREL Beaute Avancee,GEL DOUCHE HYDRA TENDRE Bath Gel,1
2010,ESTEREL Beaute Avancee,HYDROACTIVE HYDRA ECLAT Skin Cream,1
2010,ESTEREL Beaute Avancee,HYDROACTIVE PLUS PHYTO LIFTING Skin Cream,1
2010,ESTEREL Beaute Avancee,LENIFIANTE HYDRA EVOLUTION Skin Cream,1
2010,ESTEREL Beaute Avancee,LONGUE BEAUTE SHELONG Shampoo,1
2010,ESTEREL Beaute Avancee,PHYTO ACTION EQUILIBRANTE ECLAT EQUILIBRE Shampoo,2
2010,ESTEREL Beaute Avancee,PHYTO ACTION PURIFIANTE PURIFIANT PELLICULES Shampoo,1
2010,ESTEREL Beaute Avancee,PHYTO B-HYDRATANT SOIN HYDRATANT Shampoo,1
2010,ESTEREL Beaute Avancee,PHYTO ECLATduJOUR BEAUTE ABSOLUE Shampoo,1
2010,ESTEREL Beaute Avancee,PHYTO FORTIFIANT PLUS SOIN HYDRATANT Shampoo,1
2010,ESTEREL Beaute Avancee,PHYTO SENSIBLE NUTRI COULEUR Shampoo,2
2010,ESTEREL Beaute Avancee,PHYTO SUEUR HYPER Shampoo,1
2010,ESTEREL Beaute Avancee,RENAISSANCE APRES SOLEIL ECLAT SOLAIRE Shampoo,1
2010,ESTEREL Beaute Avancee,REPARE POINTES POINTES ABIMEES Shampoo,1
2010,ESTEREL Beaute Avancee,SERUM BIO-NUTRITIF HYDRA EVOLUTION Skin Fluid,1
2010,ESTEREL Beaute Avancee,SURACTIVEE HYDRA ECLAT Skin Cream,1
2010,ESTEREL Beaute Avancee,SURACTIVEE PLUS PHYTO LIFTING Skin Cream,1
2010,Elizabeth Arden,Elizabeth Arden 5th avenue Parfum Extract,1
2010,Elizabeth Arden,Elizabeth Arden Fifth Avenue Eau De Parfum Spray,1
2010,Elizabeth Arden,Elizabeth Arden Green Tea Revitalize Eau de Toilette Spray,1
2010,Elizabeth Arden,Elizabeth Arden Red Door Cream Deodorant,1
2010,Elizabeth Taylor,White Diamonds Body Radiance Silky Moisturizing Body Mist,1
2010,Excelon,Ultra Antimicrobial Lotion Soap,1
2010,FDS,FDS Feminine Deodorant Spray Ocean Breeze,1
2010,FDS,FDS Feminine Deodorant Spray Shower Fresh,1
2010,FDS,FDS Feminine Deodorant Spray White Blossom,1
2010,Fingerpaints,Fingerpaints Top Coat,1
2010,Fresh,Lotus Eye Gel,1
2010,GOJO,Ultra Mild Antimicrobial Lotion Soap with Chloroxylenol,1
2010,GOJO�,E-2 Sanitizing Lotion Soap,1
2010,GOJO�,White Premium Lotion Soap,1
2010,Giorgio Beverly Hills,Giorgio Beverly Hills Red Perfumed Shower Gel,1
2010,Giorgio Beverly Hills,Red Giorgio Beverly Hills Extraordinary Eau de Toilette Spray,1
2010,Got2B,Hottie Repair Shampoo,1
2010,Got2B,Hottie Rescue Repair Conditioner,1
2010,Grand Touch�,Antimicrobial Lotion Soap,1
2010,HILLYARD,D.G.A. Plus Antimicrobial Soap,1
2010,Halston,Halston Body Lotion,1
2010,Halston,Halston Natural Spray Cologne,2
2010,Halston,Halston Z-14 After Shave Lotion,1
2010,Halston,Halston Z-14 Natural Spray Cologne,1
2010,Harmon,Body Wash for Sensitive Skin,1
2010,Houbigant,QuelQues Fleur Royale Lotion Hydratante Pour Le Corps,1
2010,INSETA,CREMA BARBA  Skin Cream,1
2010,INSETA,POWER SHAMPOO,1
2010,INSETA,SHAMPOO/DOCCIA GEL,1
2010,ISO,Daily Cleanse,1
2010,Innovative Skincare,"SPF 20 Powder Sunscreen, Sun Medium",1
2010,Kandesn,Lash Enhancer Mascara,1
2010,Kandesn,Liquid Eyeliner,3
2010,Kandesn Spa,Warm Body Scrub,1
2010,Kinerase,Kinerase Extreme Lift Eye,1
2010,L'BEL,Rouge Volumesse maximum volume effect lipstick SPF 21,2
2010,L.A. Colors,Eyeshadow Duo,1
2010,Liz Claiborne,Liz Claiborne Eau De Toilette Spray,2
2010,Lucky Brand,Lucky You Eau De Toilette Spray,2
2010,Lucky Brand,Lucky You Lucky Brand Body Mist,1
2010,Lucky Brand,Lucky You Perfume,1
2010,Lumene,"880900	LUMENE VITAMIN+ 24H VITA-NECTAR RENEWING EYE CREAM 20ML						",1
2010,Mambo,Mambo for Men Cologne,1
2010,Molton Brown,Cool Mentha Hair & Body Sportswash,2
2010,N.Y.C - New York Color,NYC Kiss Gloss,1
2010,Nail Magic,Nail Magic Hardener and Conditioner,1
2010,Nature's Gate,Nature's Gate Organics Advanced Care C For Yourself Vitamin C Texturizing Serum,1
2010,Nature's Sunshine Products,Pro-G-Yam,1
2010,Nature's Sunshine Products,Pro-G-Yam - 500,1
2010,Naturelle,Biotera Moisturizing Shampoo,1
2010,Oi-Lin,Body Lotion SPF-25,6
2010,Orly International,Star Spangled,1
2010,PCA Skin,facial wash,1
2010,PCA Skin,facial wash oily/problem,1
2010,PCA Skin,total wash face & body cleanser,1
2010,PS,PS Fine Cologne Spray,1
2010,PURELL�,Instant Hand Sanitizer with DERMAGLYCERIN SYSTEM�,1
2010,Quantum,Quantum Moisturizing Shampoo,1
2010,Que Bella,Dead-sea Mud Mask,1
2010,Renewed Dimensions,WEIGHTLESS CONDITIONER,1
2010,Right Guard,Right Guard Sport Clear Antiperspirant Gel-Fresh,1
2010,Right Guard,Right Guard Sport Clear Antiperspirant Solid--Fresh,1
2010,Ruby Kiss,TUBE LIP GLOSS-TRAFFIC STOPPER FUCHSIA PI,1
2010,SIGNATRY�,ULTRA ANTIMICROBIAL LOTION SOAP,1
2010,SISLEY - PARIS,EAU DU SOIR Creme parfumee hydratante / moisturizing perfumed body cream,1
2010,SUPER STAR,MINT JULEP MASQUE,1
2010,Sally Hansen,Sally Hansen Diamond Strength Cuticle & Nail Oil,1
2010,Sally Hansen,Sally Hansen Express Wax Hair Removal,1
2010,Salon Care,Salon Care All Purpose Remoisturizer Conditioner,1
2010,Skin Tight,In-Grown Hair and Razor Bump Creme,1
2010,Smooth N Shine,Curl Activator Gel,1
2010,St. Ives,St. Ives Apricot Scrub Blemish and Blackhead Control,1
2010,St. Ives,St. Ives Body Polish With Collagen Elastin,1
2010,St. Ives,St. Ives Collagen Elastin Moisturizing Body Wash,1
2010,St. Ives,St. Ives Energizing Citrus Moisturizing Body Wash,1
2010,St. Ives,St. Ives Soy Milk and Lotus Blossom Moisturizing Body Wash,1
2010,St. Ives,St. Ives Vitamin E Moisturizing Body Wash,1
2010,Studio Gear,TZone Mattifier,1
2010,Suave,Suave 2 in 1 Kids Surf's Up Shampoo,1
2010,Suave,Suave Body Wash Ocean Breeze,1
2010,Suave,Suave Conditioner Ocean Breeze,1
2010,Suave,Suave Shampoo Ocean Breeze,1
2010,Swan,Body Wash for Sensitive Skin,1
2010,The Body Shop,09 Eye Colour Matte,1
2010,The Body Shop,SWEET LEMON LIP BUTTER,1
2010,Thymes,Figleaf & Cassis Bar Soap,1
2010,Trish McEvoy,Cream Lip Color,1
2010,Trish McEvoy,Powder Blush (1),1
2010,UNA,UNA ENERGIZING SHAMPOO,1
2010,Usher,UR Usher Women Butter Body Cr�me,1
2010,Usher,Usher Butter Body Cream,1
2010,VO5,Alberto VO5 Hairspray Extra Body,1
2010,VO5,Alberto VO5 Silky Experiences Moisturizing Conditioner Champagne Kiss,1
2010,VO5,Alberto VO5 Silky Experiences Moisturizing Shampoo Champagne Kiss,1
2010,W,Body Wash for Sensitive Skin,1
2010,Wings,Wings Extraordinary Perfume,1
2010,Wings,Wings For Men Eau de Toilette Spray,1
2010,Wings,Wings For Men Shower Gel,1
2010,[comfort zone],AROMASOUL MEDITERRANEAN shower gel,1
2011,Alfred Sung,Shi Alfred Sung Eau de Parfum,1
2011,Alfred Sung,Shi Alfred Sung Moisture Balance Body Lotion,1
2011,Alfred Sung,Shi Alfred Sung Moisture Balance Shower Gel,1
2011,Alfred Sung,Shi Alfred Sung Parfum,1
2011,Alfred Sung,Sung Alfred Sung Eau de Parfum Spray,1
2011,Bain de Terre,All Day Straight Safflower Smoothing Gel,1
2011,Bain de Terre,Bain de Terre Water Lily Fullness & Body Shampoo,1
2011,Bain de Terre,Beat the Heat Pomegranate Thermal Protector,1
2011,Bain de Terre,Green Meadow Balancing Conditioner,1
2011,Bain de Terre,Green Meadow Balancing Shampoo,1
2011,Bain de Terre,Recovery Complex Anti-Frizz Serum,1
2011,Beyond the Zone,Beyond the Zone Spike It Hair Cement,1
2011,Britney Spears,Believe Britney Spears Eau De Parfum Spray,1
2011,Britney Spears,Believe Britney Spears Shower Gel,1
2011,Britney Spears,Britney Spears Believe Feeling is Believing Body Souffle,1
2011,CHANEL,Allure Homme Hair & Body Wash,1
2011,CHANEL,Allure Homme Sport Hair & Body Wash,1
2011,CLARINS-PARIS,PASSION PALETTE TEINT/FACE PALETTE,1
2011,Crabtree & Evelyn,Bath & Shower Gel,1
2011,Curve,Curve After Shave for Men,1
2011,Curve,Curve Connect For Men Cologne Spray,1
2011,Curve,Curve Crush for Men Daily Deodorant,1
2011,Curve,Curve Eau de Toilette Spray for Women,1
2011,Curve,Curve Perfume,1
2011,DECLEOR,AROMA CLEANSE - CREME MICRO LISSANTE PURETE EXFOLIANTE / MICRO-SMOOTHING CREAM,1
2011,DECLEOR,LIFE RADIANCE - GOMMAGE DOUBLE ECLAT / DOUBLE RADIANCE SCRUB,1
2011,Elizabeth Arden,Elizabeth Arden Ceramide Plump Perfect Ultra All Night Repair and Moisture Cream for Face and Throat,1
2011,Elizabeth Arden,Elizabeth Arden Red Door Bath and Shower Gel,1
2011,Elizabeth Arden,Elizabeth Arden Red Door Luxurious Body Cream,1
2011,Elizabeth Arden,Elizabeth Arden Red Door Perfumed Body Lotion,1
2011,Elizabeth Arden,Elizabeth Arden Special Moisture Formula for Body Care,1
2011,Elizabeth Arden,Elizabeth Arden Visible Difference Refining Moisture Cream Complex,1
2011,Elizabeth Taylor,Elizabeth Taylor Brilliant White Diamonds Luxurious Body Lotion,1
2011,Elizabeth Taylor,Elizabeth Taylor Passion Eau De Toilette Spray,1
2011,Elizabeth Taylor,White Diamonds Body Radiance Satin Body Talc,1
2011,Elizabeth Taylor,White Diamonds Elizabeth Taylor Body Radiance Deodorant Naturel Spray,1
2011,Got2b,Cosmic Shimmering Serum,1
2011,"Hallmark Cards, Inc.",Disney's Tangled Lip Gloss,1
2011,"Hallmark Cards, Inc.",Hannah Montana Lip Gloss,1
2011,Halston,Halston Alcohol-Free Spray Cologne,1
2011,Halston,Halston Perfumed Body Cream,1
2011,Iredale Mineral Cosmetics Skin Care,Lip Fixation,1
2011,Kate Somerville,Cytocell Eye Cream,1
2011,Kimcare General,Gentle Lotion Skin Cleanser,1
2011,L'BEL,L'BEL EFFET PARFAIT  Specialized Eye Lashes Treatment AM / PM,1
2011,L'BEL,L'BEL/EBEL EFFET PARFAITT Foundation with Spot-Clayrifying Effect SPF 18,1
2011,L.A. Colors,Auto Lipliner,1
2011,Lush Handmade Cosmetics,Dirty Soap,1
2011,Molton Brown,Unwind Atoll Crystal Bath Soak,1
2011,Nail Magic,Nail Magic Hardener and Conditioner,1
2011,No7,Moisture Drench Lipstick 40 Pink Lemonade,1
2011,No7,Mositure Drench Lipstick 05 Divine,1
2011,Nucleic-A,Nucleic-A Proteplex Color Protecting Shampoo,1
2011,PCA SKIN,ReBalance,1
2011,Regis,Moisture Shimmering Lip Tint,1
2011,Rimmel - London,Rimmel - London Clean Finish Foundation,1
2011,Rimmel - London,Rimmel - London Glam'Eyes HD Shadows,1
2011,SERGE LUTENS,FIVE O'CLOCK AU GINGEMBRE EAU DE PARFUM,1
2011,SISLEY - PARIS,EAU DE CAMPAGNE Deodorant parfum� / perfumed deodorant,1
2011,SISLEY - PARIS,EAU DE CAMPAGNE Fluide hydratant pour le corps / Moisturizing body lotion,1
2011,SISLEY - PARIS,EAU DE CAMPAGNE Huile pour le corps et le bain / bath and body oil,2
2011,SISLEY - PARIS,EAU DE CAMPAGNE Phytogel douche et bain / Bath and shower gel,1
2011,SISLEY - PARIS,EAU DU SOIR,1
2011,SISLEY - PARIS,EAU DU SOIR D�odorant parfum� / perfumed deodorant,1
2011,SISLEY - PARIS,EAU DU SOIR Gel parfum� douche et bain / perfumed bath and shower gel,1
2011,Smooth N Shine,Rx Leave in Treatment,1
2011,Soap & Glory,Clean Girls Body Wash,1
2011,Soap & Glory,Eye Maintenance Instant-Action Moisturizing Gel,1
2011,Soap & Glory,Sexy Mother Pucker Lip Gloss What A Melon,1
2011,Soap & Glory,Spa Peaches & Clean Shower Gel,1
2011,Soap & Glory,"Supereyes, supereyes",1
2011,Soap & Glory,The Scrub of Your Life the ultimate super-smoothing body buffer,2
2011,The Body Shop,LIFE IS SHOWER GEL,1
2011,The Body Shop,Mango Foaming Bath,1
2011,The Body Shop,SATSUMA HAND WASH,1
2011,The Body Shop,SHEA SHOWER CREAM,1
2011,Wings,Wings Extraordinary Perfumed Body Moisturizer,1
2011,ZACH'S WAX,SPIRIT GEL,1
2011,[comfort zone],AROMASOUL ARABIAN shower gel,1
2011,tarte,Fame Eyeshadow (The Starlet Limited),1
2012,AMBI,AMBI COMPLEXION BAR,1
2012,Ahold,Advanced Recovery Skin Lotion,1
2012,America's Choice,Advanced Recovery Skin Lotion,1
2012,America's Choice,Dry Skin Lotion,1
2012,American Fare,Advanced Recovery Skin Lotion,1
2012,April Bath & Shower,Facial Mask,1
2012,Bain de Terre,Prime Time Chamomile Styling Foundation,1
2012,Bain de Terre,Recovery Complex Replenishing Hair Balm,1
2012,Bain de Terre,Rise 'n Shine White Willow Volumizing Foam,1
2012,Bain de Terre,You're In Control Lemon Balm Shaping Gel,1
2012,Best Choice,Advanced Recovery Skin Lotion,1
2012,CACEE,CACEE GEL TOP,1
2012,Care One,Advanced Recovery Skin Lotion,1
2012,Ceramic Glaze,Cocktail Attire Lacquer,1
2012,Coast,Bar Soap,2
2012,Colgate,Oxygen Whitening 2 in 1 (Toothpaste & Mouthwash),1
2012,Couleurs Nature,Curl Extender mascara,1
2012,Couleurs Nature,Makeup palette blushes,1
2012,Couleurs Nature,Nail Lacquer - Velvet Red -Taupe Rose - 2012 christmas,1
2012,Crabtree & Evelyn,Bath & Shower Gel,1
2012,Crabtree & Evelyn,Cooks Citrus Liquid Hand Soap,1
2012,Elizabeth Arden,Elizabeth Arden 2-in-1 Cleanser All Skin Types,1
2012,Elizabeth Arden,Elizabeth Arden Ceramide Plump Perfect Firming Body Souffle,1
2012,Elizabeth Arden,Elizabeth Arden Ceramide Plump Perfect Gentle Line Smoothing Exfoliator,1
2012,Elizabeth Arden,Elizabeth Arden Ceramide Plump Perfect Targeted Line Concentrate,1
2012,Elizabeth Arden,Elizabeth Arden Ceramide Time Complex Moisture Cream SPF 15,2
2012,Elizabeth Arden,Elizabeth Arden Matte Moisture Lotion,1
2012,Equaline,Advanced Recovery Skin Lotion,1
2012,Equaline,Bubble Gum Bubble Bath,1
2012,Equaline,Very Blue Berry Bubble Bath,1
2012,Equate,Advanced Recovery Skin Lotion,1
2012,Essenza,Essenza 25.4oz Hand Soap French Lavender,1
2012,Essenza,Essenza 25.4oz Hand Soap Ginger Citrus,1
2012,Essenza,Essenza 25.4oz Hand Soap Rosemary Mint,1
2012,Exchange Select,Advanced Recovery Skin Lotion,1
2012,EzFlow Trugel,Blushing Beauty,1
2012,Good Neighbor Pharmacy,Advanced Recovery Skin Lotion,1
2012,Good Sense,Advanced Recovery Skin Lotion,1
2012,HCE,Advanced Recovery Skin Lotion,1
2012,Harmon,Advanced Recovery Skin Lotion,1
2012,Healthy Accents,Advanced Recovery Skin Lotion,1
2012,Hill Country Essentials,Advanced Recovery Skin Lotion,1
2012,Hill Country Essentials,Dry Skin Lotion,1
2012,Hy-Vee,Advanced Recovery Skin Lotion,1
2012,I Love,Lots of Bubbles Bubble Bath & Shower Gel Miniature Collection,1
2012,Johnson & Johnson,JOHNSON'S BODY CARE FEELING HEALTHY GREEN TEA LOTION,1
2012,Johnson & Johnson,"Johnson's Body Care 24 Hour Body Lotion,",1
2012,Joico,Daily Care Balancing Shampoo,1
2012,Joico,Daily Care Conditioning Shampoo,1
2012,Joico,Daily Care Treatment Shampoo,1
2012,Kimberly-Clark Professional,White Pearlescent Lotion Soap,1
2012,Kimcare,Hair & Body Wash,2
2012,Kimcare General,Golden Lotion Soap,1
2012,Kimcare General,Pearlized Lotion Soap,1
2012,Kimcare General,Pink Lotion Soap,1
2012,Kimcare General,White Satin Lotion Soap,1
2012,Klar & Danver,Liquid Hand Soap Berry Delicious,1
2012,LA Looks,Brilliant Shine Gel,1
2012,Luminelle 4,Eye pencil 2012 christmas,1
2012,Luminelle 4,Eyeshadow,1
2012,Lush Handmade Cosmetics,Golden Wonder Ballistic,1
2012,Meijer,Advanced Recovery Skin Lotion,1
2012,Meijer,Dry Skin Lotion,1
2012,Molton Brown,Cool Buchu Anti-perspirant Stick,1
2012,Monkey Butt,Dry Skin Lotion,1
2012,Nail Magic,Nail Magic Hardener and Conditioner,1
2012,PROMASTER,PROMASTER POWDER BLEACH,1
2012,Pacific Garden�,Pacific Garden� Body Wash and Shampoo,2
2012,Pacific Garden�,Pacific Garden� General Purpose Lotion Soap,2
2012,Parfums Christian Dior,DIOR HOMME DERMO SYSTEM S�rum Yeux Tenseur D�fatigant Anti-Fatigue Firming Eye Serum,1
2012,Penhaligon's,Blenheim Bouquet Bath & Shower Gel,2
2012,Personal Elements,Advanced Recovery Skin Lotion,1
2012,Premier Value,Advanced Recovery Skin Lotion,1
2012,Proclaim,Proclaim Neutralizing Shampoo,1
2012,Publix,Advanced Recovery Skin Lotion,1
2012,Quality Choice,Advanced Recovery Skin Lotion,1
2012,Retinol-X,Anti-Aging Cleanser,1
2012,Rite Aid,Advanced Recovery Skin Lotion,1
2012,SISLEY - PARIS,SOIN CAPILLAIRE apr�s shampooing / HAIR CARE CONDITIONER,1
2012,Safeway,Advanced Recovery Skin Lotion,1
2012,Senscience,Sencience Balance Shampoo,1
2012,Shop Rite,Advanced Recovery Skin Lotion,1
2012,Shopko,Advanced Recovery Skin Lotion,1
2012,Shopko,Dry Skin Lotion,1
2012,Skincare L de L Cosmetics Retinol,Eye Gel,1
2012,Skincare L de L Cosmetics Retinol,Skin Brightener,1
2012,Soap & Glory,Calm One Calm All Stress - Battling Softening Bubble Bath,1
2012,Soap & Glory,Clean On Me Creamy Clairifying Shower Gel,1
2012,Soap & Glory,The Scrub of Your Life the ultimate super-smoothing body buffer,2
2012,Softsoap,Aquarium Liquid Hand Soap,1
2012,Softsoap,Nutri Serum - Omega 3&6,1
2012,Softsoap,Seasonal Foaming Hand Soap,1
2012,Swan,Advanced Recovery Skin Lotion,1
2012,The Body Shop,Coconut Hand Wash,1
2012,The Body Shop,HONEY BRONZE 01 SHIMMER LIP BALM,1
2012,The Body Shop,Japanese Cherry Blossom Bath & Shower Gel,1
2012,The Body Shop,LOVE ETC BODY WASH,2
2012,The Body Shop,MANGO HAND WASH,1
2012,The Body Shop,MANGO SHOWER GEL,1
2012,The Body Shop,Mango Hand Wash,1
2012,The Body Shop,Neroli Jasmin Shower Gel,1
2012,The Body Shop,Olive Shower Gel,1
2012,The Body Shop,PINK GRAPEFRUIT HAND WASH,1
2012,The Body Shop,PINK GRAPEFRUIT SHOWER GEL,1
2012,The Body Shop,Papaya Shower Gel,1
2012,The Body Shop,Passion Fruit Shower Gel,1
2012,The Body Shop,Peach Shower Gel,1
2012,The Body Shop,SATSUMA BODY POLISH,1
2012,The Body Shop,SATSUMA SHOWER GEL,1
2012,The Body Shop,STRAWBERRY BODY POLISH,1
2012,The Body Shop,STRAWBERRY HAND WASH,2
2012,The Body Shop,STRAWBERRY SHOWER GEL,1
2012,The Body Shop,Seaweed Deep Cleansing Facial Wash,1
2012,The Body Shop,Vanilla Bath & Shower Gel,1
2012,Topcare,Advanced Recovery Skin Lotion,1
2012,Western Family,Advanced Recovery Skin Lotion,1
2012,Western Family,Dry Skin Lotion,1
2012,[comfort zone],AROMASOUL INDIAN shower gel,1
2012,[comfort zone],AROMASOUL ORIENTAL shower gel,1
2013,Aesop,A Rose By Any Other Name Body Cleanser,1
2013,Aesop,Animal,1
2013,Aesop,Calming Shampoo,1
2013,Aesop,Classic Shampoo,1
2013,Aesop,Coriander Seed Body Cleanser,1
2013,Aesop,Equalising Shampoo,1
2013,Aesop,Geranium Leaf Body Cleanser,1
2013,Aesop,Geranium Leaf Body Scrub,2
2013,Aesop,Resurrection Aromatique Hand Wash,2
2013,Aesop,Reverence Aromatique Hand Wash,3
2013,Aesop,Volumising Shampoo,1
2013,Alfred Sung,Jewel Alfred Sung Luxorious Body Lotion,1
2013,American Fare,Coal Tar Shampoo,1
2013,Anastasia Beverly Hills,After Tweeze Cream,1
2013,Arbonne Cosmetics,Lipstick,1
2013,Aubrey Organics,Natural Lips Sheer Tint - Autumn Frost,1
2013,Aubrey Organics,Natural Lips Sheer Tint - Blush Pearl,1
2013,Aubrey Organics,Natural Lips Sheer Tint - Mocha Pearl,1
2013,Aubrey Organics,Natural Lips Sheer Tint - Pink Pearl,1
2013,Aubrey Organics,Natural Lips Sheer Tint - Strawberry Frost,1
2013,Aubrey Organics,Natural Lips Sheer Tint - Sugar Clear,1
2013,BATH CRAYONS,BATH CRAYONS,2
2013,Best Choice,Coal Tar Shampoo,1
2013,Bubble Bath,Bubble Bath,1
2013,Burt�s Bees,Burt�s Bees Lip Shimmer,2
2013,Burt�s Bees,Burt�s Bees Sunscreen SPF 30,1
2013,Burt�s Bees,Burt�s Bees Tinted Lip Balm,1
2013,CVS,Coal Tar Shampoo,1
2013,CVS,Coal Tar Shampoo Extra Strength,1
2013,Couleurs Nature 3,Natural blush,1
2013,Cover FX,Pressed Mineral Foundation,1
2013,Crabtree & Evelyn,Nantucket Briar Bath & Shower Gel,1
2013,DHC,Body Sunscreen Milk,1
2013,DHC,Body Sunscreen Milk SPF 30+,1
2013,DHC,Lip Color Perfect Pro Creme,1
2013,DHC,Lip Color Perfect Pro Long Last,1
2013,Dax Hair Care,Vegetable Oil Shampoo,1
2013,Deb,Aero IQ Antibacterial Quat Foaming Soap,2
2013,Deb,Aquaress Hand & Body Shampoo,2
2013,Deb,Blue Hand & Body Shampoo,2
2013,Deb,Deb Med Hydrating Lotion,1
2013,Deb,Deb Pure Restore,1
2013,Deb,Gentlewash Skin Cleanser,2
2013,Deb,Heritage  Heavy-Duty Hand Cleaner,1
2013,Deb,LHS Lotion Hand Soap,1
2013,Deb,Panache Antibacterial Body Wash & Shampoo,2
2013,Deb,SBS 61 Lotion Soap,2
2013,Deb,SBS 71 Lotion Skin Cleanser,2
2013,Deb,SBS 72 Lotion Skin Cleanser,2
2013,Deb,SBS Ultrapink Pearlescent Antibacterial Gel,2
2013,Deb,Splash! Pink Pearlized Skin Cleanser,1
2013,Deb,UltraGreen Antibacterial gel,2
2013,DermaCen,ApraCare Foaming Shampoo / Body Wash,2
2013,Desert Essence,Organics Lip Tint,1
2013,Dial,Dial Body Wash with White Tea and Vitamin E Pearls,1
2013,Don PLUS,Antibacterial Lotion Soap,1
2013,Dove,Antiperspirant Invisible Solid Powder,1
2013,Dove,Beauty Bar Pink,1
2013,Dr Chen,Brightening Serum,1
2013,Elizabeth Arden,Elizabeth Arden Daily Moisture Lotion SPF 15,2
2013,Elizabeth Arden,Elizabeth Arden Intervene Daily Moisture Lotion SPF 15,2
2013,Elizabeth Arden,Elizabeth Arden Peel and Reveal Revitalizing Treatment,1
2013,Elizabeth Taylor,Elizabeth Taylor Black Pearls Eau de Parfum Spray Naturel,2
2013,Equaline,Coal Tar Shampoo,1
2013,Equaline,Coal Tar Shampoo Extra Strength,1
2013,Equate,Coal Tar Shampoo,1
2013,Equate,Coal Tar Shampoo Extra Strength,1
2013,Equate,Healthy Glow Day Moisturizer Medium/Tan Skin Tones,1
2013,Equate Beauty,Anti-Wrinkle and Firming Eye Cream,2
2013,Eucerin,Eucerin Calming Body Wash Daily Shower Oil,1
2013,Exchange Select,Coal Tar Shampoo,1
2013,Family Dollar,Coal Tar Shampoo,2
2013,Fantaisia,IC Hair Polisher Shampoo,1
2013,Fat Hair,Amplifying Hairspray,2
2013,Fingerpaints,Fingerpaints Base Coat,1
2013,Foaming Hand Soap,Foaming Shea Butter Hand Soap,1
2013,GUERLAIN,NOIR G DE GUERLAIN - EXCEPTIONAL COMPLETE MASCARA,1
2013,Georgia-Pacific,Georgia-Pacific Lotion Soap,2
2013,Good Sense,Coal Tar Shampoo,1
2013,Hallmark Cards,Spiderman Tattoo in Greeting Card,1
2013,I Love,Coconut & Cream Bubble Bath & Shower Gel,1
2013,I Love,Mango & Papaya Bubble Bath & Shower Gel,1
2013,I Love,Raspberry & Blackberry Bubble Bath & Shower Gel,1
2013,ISSEY MIYAKE - L'EAU D'ISSEY,CREME DE DOUCHE HYDRATANTE,1
2013,ISSEY MIYAKE - PARFUMS PLEATS PLEASE,GEL DOUCHE HYDRATANT,1
2013,Image Essentials,Coal Tar Shampoo Extra Strength,2
2013,Kandesn,Hair Highlighter,1
2013,Kandesn,LIp Gloss,2
2013,Kandesn,Liquid Eyeliner,3
2013,Kandesn,Moisturizing Lip Colors,3
2013,Kandesn,Protective Foundation SPF 15,1
2013,L'OCCITANE EN PROVENCE,CHERRY PRINCESS PEARLESCENT SHOWER CREAM,2
2013,LiceMD,LiceMD Shampoo,1
2013,Lumene,Lumene Time Freeze Instant Eye Lift Serum,1
2013,Lush Handmade Cosmetics,Amandopondo Bubble Bar,2
2013,Lush Handmade Cosmetics,Blue Skies Bubble Bar,1
2013,Lush Handmade Cosmetics,Comforter Bubble Bar,1
2013,Lush Handmade Cosmetics,Creamy Candy Bubble Bar,1
2013,Lush Handmade Cosmetics,Dorothy Bubble bar,1
2013,Lush Handmade Cosmetics,Dragon's Egg,1
2013,Lush Handmade Cosmetics,Fair Trade Honey,1
2013,Lush Handmade Cosmetics,Fizzbanger,1
2013,Lush Handmade Cosmetics,French Kiss,1
2013,Lush Handmade Cosmetics,Godiva,2
2013,Lush Handmade Cosmetics,Green Bubbleroon,1
